number of bedrooms,number of bathrooms,living area,lot area,number of floors,grade of the house,Area of the house(excluding basement),Area of the basement,Built Year,Postal Code,Lattitude,Longitude,living_area_renov,Price
3,3,2440,15540,2,9,2440,0,1992,122019,52.8404,-114.25,2440,483000
4,2.75,2200,16288,1,7,1290,910,1980,122015,52.7093,-114.312,2650,475000
3,3.25,1380,1121,3,8,1380,0,2008,122028,52.8917,-114.539,1310,475000
2,2.5,1140,1181,3,8,1140,0,2007,122026,52.9013,-114.573,1220,467000
4,2.5,2230,64438,1,7,1230,1000,1978,122012,52.7054,-114.197,2230,464950
3,2.5,1610,2527,2,9,1080,530,2005,122051,52.7974,-114.48,1610,460000
3,2.5,1810,914,3,8,1380,430,2008,122009,52.8032,-114.577,1810,450000
3,1.75,1450,6829,1,8,1450,0,1983,122005,52.9522,-114.298,1950,440000
3,2.25,1900,7225,1,8,1220,680,1970,122029,52.8694,-114.303,1900,440000
4,1,1760,7216,1,7,1090,670,1947,122038,52.9341,-114.545,1180,429950
4,1.75,1430,10500,1,7,1130,300,1960,122030,52.8383,-114.322,2070,412000
3,1.5,1600,7500,1,7,1600,0,1966,122033,52.951,-114.372,1700,405000
3,2.5,2020,3000,1,6,1010,1010,1910,122051,52.7921,-114.481,1670,400000
3,2.5,1470,1256,2,8,930,540,2006,122044,52.8333,-114.499,1510,397500
4,2.5,2240,5500,2,8,2240,0,2013,122053,52.726,-114.359,700,389950
3,2,1860,7400,1,8,930,930,1922,122031,52.6898,-114.542,1640,385000
2,1,1470,81021,1,6,1470,0,1949,122012,52.7071,-114.22,2600,380000
3,1,1170,1105,1,7,1170,0,1965,122064,52.7748,-114.565,1380,370000
3,1.75,1640,4860,1,8,1200,440,1965,122022,52.9425,-114.51,1480,369950
4,2.5,2650,10459,2,8,2650,0,1989,122040,52.5039,-114.483,2340,350000
4,2.5,2490,5812,2,8,2490,0,2000,122035,52.6175,-114.345,2690,344200
4,2.5,2340,9748,1,8,1610,730,1981,122040,52.5663,-114.521,2070,339900
3,2.25,2090,10120,1,7,1290,800,1979,122046,52.6954,-114.364,1820,339000
4,2.5,1920,4600,2,7,1920,0,2002,122024,52.6095,-114.213,2200,329950
3,2.25,1930,3462,2,7,1930,0,2004,122055,52.9753,-114.175,1930,326000
3,1.75,1640,53400,1,7,1640,0,1966,122069,52.6244,-114.696,1850,319000
3,1.5,1480,1722,3,7,1480,0,2007,122022,52.958,-114.482,1480,319000
3,1.75,1660,37642,1,7,1660,0,1991,122068,52.4859,-114.197,2070,315000
3,1.75,1810,41800,1,7,1210,600,1980,122024,52.6409,-114.148,1650,314000
4,2.25,2560,8927,1,7,1790,770,1976,122039,52.57,-114.461,1920,303000
3,2.5,1600,9830,2,8,1600,0,1993,122039,52.569,-114.456,1890,299950
3,2.5,1650,4725,2,8,1650,0,2011,122024,52.5848,-114.245,2000,299000
2,1,840,3844,1,6,840,0,1919,122038,52.9348,-114.537,1040,290000
3,1.75,1220,7004,1,7,1220,0,1966,122046,52.6792,-114.347,1640,289900
3,2.5,1690,7165,2,7,1690,0,1992,122024,52.5798,-114.248,1410,270000
3,2,1680,19978,1,6,880,800,1948,122043,52.6224,-114.498,2150,258000
2,1,1030,8786,1,6,1030,0,1956,122052,52.7114,-114.531,1480,250000
3,1,920,4429,1,7,920,0,1952,122051,52.7669,-114.481,1320,250000
3,1.75,1440,11325,1,8,1440,0,1966,122039,52.5803,-114.469,1440,246000
3,2.5,2350,9051,1,8,1570,780,1966,122018,52.5426,-114.554,2270,235000
3,1.5,1330,9548,1,7,1330,0,1967,122035,52.5975,-114.3,1420,230000
3,1.75,1140,9800,1,7,1140,0,1968,122039,52.5363,-114.46,1370,206000
3,1.5,1820,8585,1,7,1820,0,1962,122042,52.6779,-114.403,1740,205000
2,1,890,6430,1,6,890,0,1935,122068,52.4303,-114.186,1460,199990
2,1,810,6697,1,6,810,0,1923,122072,52.5357,-114.406,1140,194900
2,1,640,7768,1,6,640,0,1942,122034,52.745,-114.549,840,165000
2,1,950,2784,1,8,950,0,1972,122043,52.6093,-114.511,1080,162950
3,1.5,1480,7000,1,7,1000,480,1980,122018,52.5166,-114.558,1470,160000
4,2.75,3010,7200,2,9,3010,0,2014,122010,52.9248,-114.369,3010,839950
4,2.5,2900,23488,2,9,2900,0,1992,122045,52.9026,-114.22,2900,690000
2,1,1290,6272,1,6,890,400,1922,122006,52.9077,-114.495,1260,492000
2,1,900,6000,1,7,900,0,1944,122006,52.9155,-114.479,1460,451000
3,2.5,1320,1683,2,8,1270,50,2004,122034,52.7657,-114.555,1320,369000
3,2.25,1530,4580,2,7,1530,0,2011,122055,52.9642,-114.158,2110,335000
3,1,950,8000,1,7,950,0,1968,122033,52.9493,-114.374,2270,335000
4,1.5,2220,6811,1,7,1270,950,1961,122053,52.7359,-114.383,1800,320000
3,1.75,1420,7920,1,7,1420,0,1962,122023,52.5231,-114.378,1420,235000
4,2.25,2030,6479,2,8,2030,0,1983,122005,52.9514,-114.3,1950,579000
3,2.5,1870,3439,2,7,1870,0,2005,122035,52.6292,-114.353,2190,300000
3,1.75,1720,13104,1,7,1720,0,1962,122056,52.7009,-114.45,1840,285000
4,4.5,4650,7660,2,11,3640,1010,2008,122048,52.8649,-114.388,1710,1750000
4,2.25,3470,8000,1.5,9,2360,1110,1906,122044,52.8449,-114.477,3010,1730000
5,3.5,5930,13288,2,11,3920,2010,1996,122012,52.7842,-114.287,3860,1520000
4,4.25,3650,5328,1.5,9,2330,1320,1907,122003,52.868,-114.552,1710,1520000
2,3.25,2700,3444,3,9,2700,0,1990,122020,52.7984,-114.25,2710,1370000
4,2.5,3730,16950,2,10,3730,0,1990,122057,52.7978,-114.418,3200,1260000
3,3,4560,16339,2,10,4040,520,2001,122033,52.9324,-114.433,2620,1220000
3,2.5,3430,28718,1.5,10,3430,0,1984,122010,52.8777,-114.373,3440,1200000
5,3.25,3070,5000,2,9,2050,1020,2006,122028,52.9042,-114.546,2070,1110000
4,3.5,2210,7597,1,9,1550,660,1977,122048,52.8116,-114.387,2370,1100000
4,4,5320,20041,2,11,5320,0,2003,122020,52.8152,-114.156,4640,1060000
4,3.25,3600,18645,2,10,3000,600,2013,122015,52.7594,-114.344,3970,1030000
5,2.5,2750,6000,1.5,8,1750,1000,1904,122028,52.9029,-114.524,1520,980000
4,2,2190,4560,2.5,8,2190,0,1910,122028,52.892,-114.519,2190,980000
3,3.25,3330,15093,2.5,9,3330,0,1988,122057,52.7695,-114.432,4340,950000
4,3.25,3820,15293,2,10,3820,0,2003,122019,52.8397,-114.207,2790,950000
3,2.5,3940,10360,2,9,3110,830,1992,122005,52.8768,-114.306,2720,933399
3,3.5,3790,10829,2,11,3790,0,1993,122012,52.7825,-114.288,3620,929950
3,3.25,4030,12765,2,9,2800,1230,1975,122049,52.8631,-114.356,2670,890000
4,3,2720,183823,2,8,2720,0,1975,122045,52.9049,-114.192,2140,850000
3,2.25,2220,3707,2,8,1620,600,1919,122044,52.847,-114.476,2030,850000
4,1.75,1760,4080,1.5,8,1760,0,1906,122028,52.905,-114.521,1760,810000
6,2.75,3040,36721,1,9,1760,1280,1958,122031,52.6788,-114.546,2420,799950
4,2.5,2880,8400,2,8,2050,830,1955,122050,53.0004,-114.576,2880,775000
3,2.75,3010,12432,1,8,1890,1120,1970,122005,52.8692,-114.298,2500,745000
5,3,2970,10335,2,9,2970,0,2000,122020,52.828,-114.209,2970,726000
4,2.75,2840,8800,2,9,2840,0,2008,122010,52.9329,-114.361,1840,718500
3,1,1640,4000,1.5,7,1640,0,1909,122028,52.8863,-114.541,2140,716100
3,2.5,2550,5376,2,9,2550,0,2004,122005,52.8947,-114.273,2250,711000
2,1.75,2140,5000,1,7,1000,1140,1930,122047,52.8584,-114.481,2250,675000
4,2.5,2900,5505,2,8,2900,0,2002,122019,52.8363,-114.21,2970,675000
2,1.75,1650,7500,1,7,1000,650,1959,122010,52.9171,-114.397,2530,670000
4,1.75,2010,5070,1,7,1300,710,1963,122009,52.8093,-114.592,2180,650000
3,2.5,2540,8073,1,8,1880,660,1937,122050,52.9476,-114.55,2110,650000
4,2.5,2530,6500,1.5,8,1720,810,1975,122006,52.9037,-114.474,2150,650000
1,1,920,91476,1.5,6,920,0,1996,122069,52.678,-114.662,1746,650000
3,2.5,1910,4363,2,9,1910,0,2006,122011,52.7782,-114.186,1890,650000
4,2.5,2510,35020,1,8,1610,900,1977,122020,52.8134,-114.193,2080,630000
4,2.5,2660,22050,2,9,2660,0,1996,122015,52.7211,-114.315,3060,629000
3,1.75,1950,8480,1,8,1250,700,1962,122030,52.8193,-114.34,1740,615000
3,1.75,1630,1500,3,8,1630,0,2014,122028,52.8836,-114.544,1570,610000
4,2.75,3030,21780,2,8,3030,0,1986,122031,52.6781,-114.528,3020,608250
2,2,1270,5500,1.5,8,1270,0,1921,122044,52.8421,-114.484,1870,605000
3,2.5,1640,3804,2,8,1640,0,1998,122044,52.8403,-114.49,1440,602000
4,1.5,1770,6014,1.5,7,1240,530,1946,122009,52.8073,-114.583,1740,600000
5,2.5,2950,72309,2,8,2950,0,2006,122046,52.6486,-114.269,1480,599000
4,1.75,3140,12519,1,7,2320,820,1951,122010,52.9241,-114.363,2240,585000
3,2,2040,4800,1,7,1020,1020,1925,122064,52.7861,-114.567,1640,580000
3,2.5,3200,18750,1,9,2660,540,1967,122012,52.8017,-114.31,3200,580000
3,1,1140,5395,1,7,1010,130,1909,122006,52.9082,-114.496,1700,576000
4,1.5,2810,7140,1,8,1490,1320,1954,122016,52.7552,-114.572,2240,575000
5,2.5,2990,7500,1,9,1800,1190,1972,122050,53.0007,-114.559,2800,575000
4,2.25,2070,1230,3,9,1500,570,2013,122009,52.8075,-114.6,1569,575000
4,2.5,2640,4200,2,8,2640,0,1998,122019,52.8338,-114.21,2460,570000
4,1.75,1980,2700,1.5,8,1210,770,1931,122006,52.9165,-114.51,1720,560000
3,2.5,2120,4310,2,7,2120,0,2001,122045,52.917,-114.227,2280,559950
3,1.75,1570,15500,1,7,1570,0,1968,122005,52.9216,-114.312,1610,555000
3,1.75,1680,4800,1,7,1400,280,1960,122064,52.7835,-114.567,1540,550000
3,1.75,1410,5000,1,7,810,600,1923,122026,52.9027,-114.585,1760,550000
2,1.75,1460,4800,1,7,850,610,1950,122028,52.9228,-114.529,2050,540000
3,2,1540,8400,1,7,1180,360,1968,122005,52.8854,-114.319,1550,529950
3,2.5,3070,22098,2,9,3070,0,1995,122015,52.7024,-114.337,3070,529000
5,2.5,2360,10081,1,7,1180,1180,1961,122027,52.7852,-114.368,2200,525000
3,1.75,1510,8250,1,8,1510,0,1962,122029,52.8483,-114.303,1770,516130
3,2.5,1540,6100,1,6,770,770,1944,122064,52.7996,-114.568,1710,515000
3,2,1620,8400,1,7,1180,440,1968,122005,52.8874,-114.318,2120,498000
3,1.5,2240,11250,1,8,1620,620,1956,122033,52.9437,-114.444,3200,497000
4,2.25,1960,10275,2,7,1960,0,1965,122005,52.9187,-114.314,1560,490000
4,2.5,2846,85377,1.5,8,1976,870,2000,122039,52.547,-114.471,1696,482000
3,1.75,1650,9600,1,7,1650,0,1977,122020,52.8079,-114.234,2040,476000
3,1,1480,13280,2.5,6,1480,0,1940,122012,52.7678,-114.233,1510,455000
2,1.5,1310,1264,2,8,1120,190,2006,122034,52.8072,-114.599,1330,450000
4,2.5,2448,4949,2,9,2448,0,2014,122065,52.5728,-114.369,2815,447055
3,2.5,1740,3043,2,7,1740,0,2012,122017,52.974,-114.371,1920,447000
3,2,1870,7080,1,7,1210,660,1969,122033,52.9544,-114.369,1620,432000
3,2.5,1440,7320,1,7,1440,0,1954,122022,52.9479,-114.506,1160,430000
4,1.5,1540,7886,2,7,1540,0,1967,122033,52.964,-114.383,1550,415000
3,2,1520,3200,1,8,1520,0,1996,122050,53.0053,-114.565,1800,413000
3,2,1270,10227,1,6,1270,0,1968,122010,52.9176,-114.358,1470,410000
2,1.75,1510,5319,2,8,1510,0,1978,122005,52.8947,-114.32,1740,406500
2,1.75,1610,4104,1,7,950,660,1996,122051,52.7865,-114.465,1510,397000
4,2.5,2200,6018,2,8,2200,0,2010,122055,52.9638,-114.156,2480,396800
3,2.25,1640,2875,2,6,1240,400,1983,122051,52.7986,-114.476,1500,390000
3,1,1030,3000,1,7,830,200,1924,122006,52.9113,-114.507,1830,385000
3,1,1020,4800,1,7,1020,0,1944,122051,52.7915,-114.462,1400,380000
3,2.5,1800,2791,2,8,1800,0,2011,122064,52.7742,-114.561,1580,379900
3,1,1060,9506,1,7,1060,0,1959,122022,52.9617,-114.5,1520,364500
3,2.25,2130,8466,1,7,1290,840,1983,122042,52.6837,-114.401,2250,360000
3,1,1400,4980,1,6,950,450,1943,122038,52.9341,-114.53,990,359950
3,1,940,6695,1,6,940,0,1959,122029,52.8495,-114.31,1230,358000
3,2.25,1322,1796,2,8,1087,235,2005,122054,52.8276,-114.488,1690,350000
4,2.25,2210,11700,2,8,2210,0,1967,122066,52.5948,-114.474,2040,336000
4,2.5,1830,4500,2,7,1830,0,2004,122024,52.5804,-114.195,2080,335000
3,1.75,1010,7171,1,7,1010,0,1967,122033,52.9617,-114.421,1250,325000
3,2,1770,7251,1,8,1770,0,1990,122067,52.6387,-114.36,2560,320900
3,1.75,2000,9760,1,8,1400,600,1978,122046,52.6717,-114.324,1890,320000
4,2.5,2330,4606,2,8,2330,0,2004,122067,52.6234,-114.374,2330,308000
4,2.75,2420,8438,2,8,2420,0,1996,122068,52.4391,-114.199,2420,307999
3,1,1240,8840,1,6,1240,0,1952,122022,52.9577,-114.498,1250,294950
3,1,1300,5782,1,6,1300,0,1959,122008,52.754,-114.011,1020,281000
3,1.75,1430,39160,1,7,900,530,1925,122008,52.7813,-113.991,1430,279000
3,1.5,1540,13475,1,7,1540,0,1972,122015,52.7066,-114.343,1550,270000
2,1,1150,3600,1,6,1150,0,1910,122054,52.8029,-114.5,1160,270000
3,2.5,1520,8720,1,7,1080,440,1981,122046,52.6567,-114.347,1720,269950
3,1.75,1170,8148,1,7,1170,0,1952,122014,52.9779,-114.508,1200,265000
3,1,1170,9730,1,7,1170,0,1968,122042,52.6862,-114.386,1680,252000
3,1.5,1010,10350,1,7,1010,0,1969,122066,52.609,-114.48,1640,240000
4,1,1280,8316,1,6,1280,0,1950,122056,52.7289,-114.492,1310,239000
2,1,710,14000,1,6,710,0,1953,122031,52.6679,-114.527,1500,239000
3,1,920,6612,1,6,920,0,1948,122051,52.778,-114.474,1860,210000
2,1,820,5700,1,5,820,0,1942,122053,52.7215,-114.374,1000,208000
1,0.75,590,5650,1,6,590,0,1944,122051,52.7481,-114.457,980,202000
1,1.5,1010,1157,2,8,950,60,2007,122064,52.7792,-114.562,1360,200000
3,1,1510,9100,1,7,1510,0,1966,122040,52.5631,-114.509,1180,199000
3,1,1250,7015,1,7,1250,0,1958,122070,52.6848,-114.48,1510,170000
3,1.5,1370,7439,1,6,1370,0,1963,122042,52.6799,-114.379,2350,168000
3,2.25,3170,5000,2,10,2230,940,1975,122013,52.8649,-114.508,3170,1600000
5,4,3760,22763,1,11,1910,1850,1969,122057,52.7633,-114.41,3730,1380000
5,1,1670,6400,1.5,8,1670,0,1919,122003,52.8842,-114.563,1910,1300000
4,2.5,4240,43995,2,10,4240,0,1989,122020,52.8308,-114.234,3720,1160000
3,2.5,3050,7410,1.5,8,1950,1100,1950,122006,52.9072,-114.486,1890,975000
5,3.5,3750,9612,1,9,2030,1720,1981,122027,52.7811,-114.347,3270,942500
5,3,3850,9457,2,9,2910,940,1963,122050,52.957,-114.552,2830,925000
3,2.25,2380,11200,1,8,2380,0,1963,122048,52.8173,-114.383,2010,921000
4,2.5,3560,6786,2,9,2930,630,2014,122020,52.8056,-114.261,3560,907687
4,1.75,2260,6600,1,8,1220,1040,1948,122006,52.9053,-114.468,2240,864000
4,2.5,3290,8147,2,10,3290,0,2003,122005,52.9348,-114.297,3290,856500
6,3.25,4920,20590,1,9,2730,2190,1960,122051,52.7768,-114.457,3700,850000
4,2.25,2290,7089,1,7,1490,800,1948,122063,52.7414,-114.435,2290,840500
5,2.5,2890,9800,2,9,2890,0,2003,122011,52.7753,-114.185,3010,825000
3,1.5,1370,8671,1,7,1370,0,1955,122048,52.8517,-114.388,1580,815000
5,1.5,1720,5000,1.5,8,1720,0,1915,122028,52.8927,-114.545,1720,775000
4,1.75,2670,6250,2,8,2020,650,1941,122032,52.8799,-114.581,1820,750000
4,2.25,2290,10409,2,8,2290,0,1972,122049,52.8651,-114.358,2040,745000
4,2.5,3050,8000,2,9,3050,0,2007,122058,52.9765,-114.421,1910,740000
4,2.5,2770,9532,2,9,2770,0,1988,122011,52.7988,-114.202,2770,711000
4,2.5,3420,222156,2,9,3420,0,2002,122062,52.5908,-114.16,3340,650000
4,2.75,2330,3917,2,9,2330,0,2004,122011,52.7827,-114.18,2620,645000
2,1,1420,5332,1,8,1070,350,1953,122004,52.8994,-114.465,2400,641000
4,2.5,2500,7417,2,9,2500,0,1991,122019,52.8551,-114.216,2770,640000
5,2,1900,5000,1,8,1720,180,1957,122026,52.9035,-114.552,1770,630000
4,2.5,2570,5520,2,9,2570,0,2000,122019,52.8445,-114.217,2470,625000
3,2,1880,4000,1,8,1280,600,1950,122032,52.8675,-114.581,1920,625000
3,1.5,1800,4700,1,7,1200,600,1941,122007,52.9158,-114.575,1580,607500
4,2.75,2150,16728,1,8,1240,910,1982,122010,52.9215,-114.373,2200,607000
3,1,940,19000,1,6,940,0,1945,122048,52.8128,-114.38,2280,600000
2,1,1180,2160,1,7,940,240,1909,122003,52.8613,-114.558,2700,600000
3,2.5,2150,5193,2,8,2150,0,1995,122010,52.9252,-114.377,2150,587000
3,2.5,2050,11690,2,9,2050,0,1989,122015,52.7579,-114.351,2410,585000
4,2.5,2550,56628,2,9,2550,0,2001,122012,52.7213,-114.271,1870,575000
4,2.5,2350,6624,2,9,2350,0,1990,122019,52.8562,-114.235,2590,561600
3,2.5,2620,11056,2,9,2620,0,1988,122017,52.9678,-114.408,2560,557500
3,2,2380,17950,2,8,2110,270,1934,122014,52.9891,-114.47,2030,550000
3,2.5,2660,20369,2,8,2660,0,1992,122012,52.7534,-114.245,2720,545000
4,2.75,3180,13348,2,8,3020,160,2004,122055,52.9739,-114.167,3020,510000
4,2.75,2910,7467,2,8,2910,0,2013,122025,52.7141,-113.962,2790,504058
3,2.5,1620,2640,2,7,1620,0,1900,122044,52.8336,-114.495,1370,498000
5,1.75,2760,18112,1,8,1510,1250,1968,122014,52.9663,-114.488,1720,495000
4,2.25,2800,10800,1,8,1680,1120,1977,122017,52.9748,-114.367,2260,490000
3,2.5,1930,7266,2,8,1930,0,2005,122022,52.9491,-114.499,1930,490000
5,3.25,2180,7200,2,7,2180,0,1982,122033,52.9378,-114.424,1840,473000
3,2.25,1780,8784,1,7,1230,550,1977,122010,52.931,-114.362,1780,470000
2,1.5,1140,1058,3,7,1140,0,2005,122028,52.8908,-114.523,1170,466000
2,1,1110,5413,1,6,890,220,1937,122006,52.9225,-114.51,1300,448000
4,1.75,2430,13211,1.5,7,2430,0,1909,122036,52.7545,-114.116,1330,445000
3,2,2190,13673,1,9,2190,0,1994,122035,52.5842,-114.288,2770,432000
3,2.5,1710,12677,2,8,1710,0,1996,122058,52.98,-114.424,1610,431000
2,2,1440,213008,2,7,1440,0,1990,122069,52.5904,-114.647,1630,430000
3,2.5,1970,2752,2,8,1970,0,1978,122005,52.8645,-114.298,1850,425500
3,1.75,1320,6030,1,7,1320,0,1969,122005,52.9293,-114.32,1840,409950
2,2.25,1640,2128,2,8,1640,0,1974,122058,52.983,-114.442,1640,409000
3,1.5,1010,8108,1,7,1010,0,1954,122014,52.9659,-114.499,1300,405500
3,1.75,1480,2211,2,7,1480,0,1995,122028,52.9266,-114.54,1480,402500
5,1.75,2300,6720,2,7,2300,0,1905,122059,52.758,-114.51,1200,400000
3,2,1590,87120,1,8,1590,0,1998,122068,52.4541,-114.262,2780,399950
4,1.75,1970,12409,1,7,1220,750,1968,122058,52.9789,-114.426,1690,396000
3,2.75,1950,12240,1,7,1250,700,1956,122058,52.9701,-114.448,1880,390000
1,1.75,1440,14258,1,7,720,720,1923,122064,52.764,-114.566,1440,390000
4,1.75,2220,15600,1,7,1140,1080,1963,122053,52.722,-114.356,1670,374000
4,1.75,1890,10550,1,7,1010,880,1969,122053,52.7447,-114.383,1930,372000
4,2.5,2130,4750,2,8,2130,0,2009,122046,52.6624,-114.374,2130,370000
3,2,1460,4350,2,7,1460,0,2008,122045,52.926,-114.216,1740,362764
3,1,1600,5001,1.5,6,1080,520,1930,122022,52.9532,-114.479,1340,355000
3,3,3200,35782,1,8,2360,840,1978,122035,52.6421,-114.344,3090,350000
2,1.75,1080,7242,2,7,1080,0,1984,122033,52.9365,-114.425,1800,350000
4,1.75,1800,5210,1,7,1080,720,1979,122051,52.7598,-114.47,1870,340000
3,2,1130,9879,2,6,1130,0,1996,122045,52.865,-114.154,1900,340000
3,1.75,1510,15744,1,7,1510,0,1985,122025,52.706,-113.945,1470,330000
3,2.5,1256,1154,3,7,1256,0,2005,122022,52.9446,-114.501,1309,316750
3,1,1210,9730,1,7,1210,0,1953,122038,52.992,-114.545,1470,310000
2,1.5,1090,1183,3,8,1090,0,2008,122028,52.9274,-114.539,1110,306000
3,1,1030,5350,1,7,1030,0,1924,122042,52.7205,-114.396,1030,305000
4,2.75,2030,9120,1,7,2030,0,1988,122040,52.512,-114.493,1790,302000
3,1,1280,10500,1.5,5,1280,0,1941,122036,52.796,-114.084,1410,291000
2,1.75,1440,11210,1,6,1130,310,1935,122052,52.728,-114.54,1250,282500
3,2.5,2010,5399,2,7,2010,0,2006,122035,52.5638,-114.242,2280,282000
4,2.25,2670,10050,1,8,1420,1250,1962,122066,52.6092,-114.47,2190,275000
3,1.5,1060,6954,1,6,1060,0,1983,122034,52.7798,-114.545,1560,275000
3,1.75,1300,8099,1,7,1080,220,1976,122053,52.7326,-114.362,1270,275000
4,2,2440,9600,1,7,1220,1220,1963,122067,52.6442,-114.369,1370,274700
4,2,1870,6551,1,7,1870,0,2009,122068,52.4234,-114.167,2280,272000
3,1.75,1890,11875,1,7,1230,660,1979,122025,52.6772,-113.964,1580,271900
3,1.75,1790,7485,1,8,1330,460,1979,122018,52.5418,-114.53,1970,263000
2,1,940,15450,1,6,940,0,1926,122069,52.6708,-114.651,1370,252000
4,2.75,1910,7700,1,7,1000,910,1980,122065,52.599,-114.36,1880,250000
3,2,1470,8000,1,8,1470,0,1974,122018,52.5491,-114.575,1980,245000
4,1,2240,7620,1,7,1120,1120,1966,122052,52.7389,-114.536,1080,242000
4,1,1400,7242,1.5,7,1400,0,1959,122070,52.6639,-114.481,1310,238000
3,1,1160,6132,1,7,1160,0,1958,122053,52.7315,-114.363,1280,237000
3,1.5,1060,9600,1,7,1060,0,1962,122018,52.5529,-114.538,1440,219000
3,1,1040,6800,1,6,1040,0,1951,122063,52.722,-114.414,1430,212000
2,1,1060,8000,1,6,1060,0,1941,122056,52.7388,-114.523,1390,205000
4,2.5,1840,13493,2,7,1840,0,1994,122039,52.4949,-114.432,1430,190000
5,1.75,1990,5000,1,7,1990,0,1955,122018,52.5625,-114.54,2240,185000
3,1,1510,17040,1,6,1510,0,1975,122039,52.4949,-114.475,1520,185000
3,1,840,6500,1,6,840,0,1969,122035,52.6004,-114.27,870,178000
3,1.5,1350,81549,1,7,1350,0,1966,122023,52.5399,-114.28,2220,170000
2,0.75,550,7980,1,5,550,0,1952,122052,52.741,-114.538,1330,115000
3,3.5,3680,11491,2,11,3680,0,1999,122030,52.7947,-114.318,3710,1230000
3,2.5,2670,5000,2,9,2000,670,1942,122054,52.8155,-114.482,2320,1170000
5,3.25,4475,6642,2,9,4475,0,2014,122045,52.9149,-114.208,3720,1040000
5,3.25,2700,3650,2,9,2070,630,1926,122054,52.8259,-114.481,1940,950000
4,2.5,3670,49658,2,10,3670,0,1999,122019,52.8519,-114.205,3040,885250
4,1.75,2170,9525,1,8,2170,0,1960,122057,52.7985,-114.407,1910,842000
4,2.5,3650,7784,2,9,3650,0,2006,122005,52.9366,-114.291,3150,835000
3,2.5,1630,2640,2,8,1630,0,1919,122003,52.8752,-114.561,1630,800000
4,2.5,2290,13416,2,9,2290,0,1981,122030,52.8494,-114.341,2680,785000
4,2.5,2980,5000,2,10,2980,0,2006,122012,52.7731,-114.187,3140,765000
3,2.5,3090,13316,2,10,3090,0,1992,122020,52.818,-114.269,2980,751000
3,2.5,2010,2263,2,8,1340,670,2014,122044,52.8388,-114.501,1500,749950
3,3,1660,1849,3,9,1660,0,2013,122028,52.8949,-114.543,1660,716000
4,2.5,2590,4498,2,9,2590,0,2004,122005,52.9347,-114.318,2660,700000
4,3.25,3250,5478,2,9,3250,0,2014,122008,52.7478,-114.077,3250,699188
3,1.75,1670,5375,1,7,1270,400,1952,122032,52.8716,-114.587,1460,699000
4,2.5,2170,8680,1,7,1220,950,1959,122048,52.8378,-114.382,2010,685000
4,3,2500,5000,1.5,7,1460,1040,1926,122028,52.9195,-114.521,1720,670000
3,1.75,1770,3880,1,8,1300,470,1963,122007,52.9146,-114.582,1430,667000
3,2.5,1730,3000,2,8,1730,0,1996,122028,52.8832,-114.53,1730,665000
4,2.75,3550,9400,2,9,3550,0,2014,122015,52.7127,-114.321,3550,659950
3,2,1410,4800,1.5,8,1410,0,1927,122051,52.7897,-114.457,1820,655000
3,1.75,2340,6750,1.5,7,1620,720,1914,122028,52.9256,-114.525,1410,645000
5,3,2460,7240,1,9,1840,620,1991,122027,52.7786,-114.379,2530,637000
3,2.5,1530,2978,1,7,1210,320,1997,122007,52.9096,-114.58,1640,635000
5,1.75,2490,24969,1,8,1540,950,1959,122018,52.566,-114.54,2790,630000
3,1,1040,4240,1,7,860,180,1924,122007,52.9068,-114.557,1170,626000
4,3.5,4170,4524,2,9,3500,670,2007,122021,53.0026,-114.352,3510,623300
4,1.5,1350,8113,1,7,1350,0,1959,122048,52.8107,-114.386,1930,595000
5,2.25,2340,9225,2,8,2340,0,1973,122005,52.8669,-114.288,2140,572000
3,3,2110,4000,1,7,1110,1000,1965,122064,52.7996,-114.565,1730,565000
4,1,1540,2452,1.5,7,1540,0,1906,122028,52.8822,-114.538,1290,565000
3,2.5,1960,9686,1,8,1460,500,1989,122019,52.8639,-114.216,1960,560000
3,1,1600,5000,1.5,7,1110,490,1947,122026,52.885,-114.548,1380,550000
3,2.5,2290,6328,2,8,2290,0,2001,122052,52.7403,-114.572,1600,550000
3,1.5,1380,3031,1.5,7,1380,0,1929,122007,52.9189,-114.57,1440,549900
4,2.5,2360,43088,2,8,2360,0,1977,122037,52.9961,-114.261,2850,542126
4,2.5,2290,4450,2,9,2290,0,2004,122021,52.9685,-114.359,2570,540000
5,2.25,2500,8621,1.5,7,2500,0,1968,122033,52.9679,-114.375,1980,525000
4,1.75,1240,4532,1.5,7,1240,0,1944,122007,52.9192,-114.568,1260,520000
